,name,categories,address,crossStreet,lat,lng,labeledLatLngs,distance,cc,city,state,country,formattedAddress,postalCode,neighborhood,id,point name
0,9/11 Memorial North Pool,Memorial Site,West St,at Fulton St,40.71207726282092,-74.01318669319153,"[{'label': 'display', 'lat': 40.71207726282092, 'lng': -74.01318669319153}]",104,US,New York,NY,United States,"['West St (at Fulton St)', 'New York, NY', 'United States']",,,58801864cc5b6a14dedce689,One World Trade Center
1,Battery Park City Esplanade,Park,Battery Park City,From Chambers St to Battery Park,40.71162184551406,-74.01790738105774,"[{'label': 'display', 'lat': 40.71162184551406, 'lng': -74.01790738105774}]",428,US,New York,NY,United States,"['Battery Park City (From Chambers St to Battery Park)', 'New York, NY 10280', 'United States']",10280,,4c1164576e5dc9b69506b02d,One World Trade Center
2,Nelson A. Rockefeller Park,Park,North end of Battery Park City & West of River Terrace,at Warren  St,40.717501368742596,-74.01648044586182,"[{'label': 'display', 'lat': 40.717501368742596, 'lng': -74.01648044586182}]",571,US,New York,NY,United States,"['North end of Battery Park City & West of River Terrace (at Warren  St)', 'New York, NY 10280', 'United States']",10280,,4b929790f964a5209a0734e3,One World Trade Center
3,Washington Market Park,Playground,Greenwich St,at Reade St,40.71704598853704,-74.01109457015991,"[{'label': 'display', 'lat': 40.71704598853704, 'lng': -74.01109457015991}]",481,US,New York,NY,United States,"['Greenwich St (at Reade St)', 'New York, NY', 'United States']",,,4a9bcc2ff964a5203b3520e3,One World Trade Center
4,The Bar Room at Temple Court,Hotel Bar,123 Nassau St,,40.7114477287544,-74.00680157032005,"[{'label': 'display', 'lat': 40.7114477287544, 'lng': -74.00680157032005}]",565,US,New York,NY,United States,"['123 Nassau St', 'New York, NY 10038', 'United States']",10038,Financial District,57f0689d498e7d49d9189369,One World Trade Center
5,Pier 25 - Hudson River Park,Park,West Side Highway,at N Moore St,40.72019260471762,-74.01295032920208,"[{'label': 'display', 'lat': 40.72019260471762, 'lng': -74.01295032920208}]",798,US,New York,NY,United States,"['West Side Highway (at N Moore St)', 'New York, NY 10013', 'United States']",10013,,4ba0e4e3f964a520498537e3,One World Trade Center
6,Aire Ancient Baths,Spa,88 Franklin St,at Church St,40.718141411641234,-74.00494121234846,"[{'label': 'display', 'lat': 40.718141411641234, 'lng': -74.00494121234846}, {'label': 'entrance', 'lat': 40.718134, 'lng': -74.004846}]",899,US,New York,NY,United States,"['88 Franklin St (at Church St)', 'New York, NY 10013', 'United States']",10013,,4fbbd9ede4b0756c0d4c2364,One World Trade Center
7,Pier 25 Beach Volleyball,Volleyball Court,West St,at N Moore St,40.72037995010057,-74.01486039161682,"[{'label': 'display', 'lat': 40.72037995010057, 'lng': -74.01486039161682}]",831,US,New York,NY,United States,"['West St (at N Moore St)', 'New York, NY 10013', 'United States']",10013,,4d98c6e8e07ea35d6a52fa02,One World Trade Center
8,Crown Shy,Restaurant,70 Pine St,,40.70618693053086,-74.00749011603791,"[{'label': 'display', 'lat': 40.70618693053086, 'lng': -74.00749011603791}]",899,US,New York,NY,United States,"['70 Pine St', 'New York, NY 10005', 'United States']",10005,,5c883f65f4b525002c0bf2ca,One World Trade Center
9,Pier 26 - Hudson River Park,Park,West St,at Beach St,40.72094711352765,-74.0129479765892,"[{'label': 'display', 'lat': 40.72094711352765, 'lng': -74.0129479765892}]",882,US,New York,NY,United States,"['West St (at Beach St)', 'New York, NY 10013', 'United States']",10013,,4ba0e528f964a5205c8537e3,One World Trade Center
10,The Rooftop @ Pier 17,Music Venue,89 South St,,40.70546283217086,-74.00159777553358,"[{'label': 'display', 'lat': 40.70546283217086, 'lng': -74.00159777553358}]",1289,US,New York,NY,United States,"['89 South St', 'New York, NY 10038', 'United States']",10038,,5b4fc2b467af3a002c9ab00f,One World Trade Center
11,Brooklyn Bridge,Bridge,Brooklyn Bridge,,40.70596749893083,-73.99670720100403,"[{'label': 'display', 'lat': 40.70596749893083, 'lng': -73.99670720100403}]",1596,US,New York,NY,United States,"['Brooklyn Bridge', 'New York, NY 10038', 'United States']",10038,,4a43bcb7f964a520bba61fe3,One World Trade Center
12,La Compagnie des Vins Surnaturels,Wine Bar,249 Centre St,at Broome St,40.720447943059405,-73.9979693380989,"[{'label': 'display', 'lat': 40.720447943059405, 'lng': -73.9979693380989}, {'label': 'entrance', 'lat': 40.720488, 'lng': -73.998079}]",1526,US,New York,NY,United States,"['249 Centre St (at Broome St)', 'New York, NY 10013', 'United States']",10013,,53506fd9498ebca706a7c170,One World Trade Center
13,Brooklyn Bridge Park,Park,Furman St,Plymouth St,40.702282,-73.996456,"[{'label': 'display', 'lat': 40.702282, 'lng': -73.996456}]",1849,US,Brooklyn,NY,United States,"['Furman St (Plymouth St)', 'Brooklyn, NY 11201', 'United States']",11201,"DUMBO, Brooklyn, NY",430d0a00f964a5203e271fe3,One World Trade Center
14,Thai Diner,Thai Restaurant,186 Mott St,at Kenmare,40.720739,-73.995631,"[{'label': 'display', 'lat': 40.720739, 'lng': -73.995631}]",1711,US,New York,NY,United States,"['186 Mott St (at Kenmare)', 'New York, NY 10012', 'United States']",10012,,5e46e2ec5791a10008c55728,One World Trade Center
15,Stick With Me,Chocolate Shop,202 Mott St Frnt A,btwn Kenmare St & Spring St,40.721304,-73.995474,"[{'label': 'display', 'lat': 40.721304, 'lng': -73.995474}]",1755,US,New York,NY,United States,"['202 Mott St Frnt A (btwn Kenmare St & Spring St)', 'New York, NY 10012', 'United States']",10012,,546232fb498e6f99835ec2c2,One World Trade Center
16,Elizabeth Street Garden,Garden,209 Elizabeth St,btwn Prince & Spring St,40.72213773713652,-73.99474431471144,"[{'label': 'display', 'lat': 40.72213773713652, 'lng': -73.99474431471144}]",1857,US,New York,NY,United States,"['209 Elizabeth St (btwn Prince & Spring St)', 'New York, NY 10012', 'United States']",10012,,4a9032caf964a5207b1620e3,One World Trade Center
17,Raku,Udon Restaurant,48 Macdougal St,King and Macdougal,40.727404193363725,-74.0026963722485,"[{'label': 'display', 'lat': 40.727404193363725, 'lng': -74.0026963722485}, {'label': 'entrance', 'lat': 40.727328, 'lng': -74.002622}]",1829,US,New York,NY,United States,"['48 Macdougal St (King and Macdougal)', 'New York, NY 10012', 'United States']",10012,,5aea422a033693002bf0c1cb,One World Trade Center
18,Wayla,Thai Restaurant,100 Forsyth St,btw Grand & Broome,40.7182908437571,-73.99258397519588,"[{'label': 'display', 'lat': 40.7182908437571, 'lng': -73.99258397519588}]",1834,US,New York,NY,United States,"['100 Forsyth St (btw Grand & Broome)', 'New York, NY 10002', 'United States']",10002,Lower East Side,5cc4e9d0c876c8002c3010cb,One World Trade Center
19,McNally Jackson Books,Bookstore,52 Prince St,btwn Lafayette & Mulberry St,40.72349313279467,-73.99604818258018,"[{'label': 'display', 'lat': 40.72349313279467, 'lng': -73.99604818258018}]",1857,US,New York,NY,United States,"['52 Prince St (btwn Lafayette & Mulberry St)', 'New York, NY 10012', 'United States']",10012,,49e63a33f964a52023641fe3,One World Trade Center
20,citizenM Bowery,Hotel,189 Bowery,at Delancey St,40.720599497806894,-73.99357438087463,"[{'label': 'display', 'lat': 40.720599497806894, 'lng': -73.99357438087463}]",1856,US,New York,NY,United States,"['189 Bowery (at Delancey St)', 'New York, NY 10002', 'United States']",10002,,51050d4e5262d6654ddc83e1,One World Trade Center
21,Ample Hills Creamery,Ice Cream Shop,1 Water St,Old Fulton St,40.70317572971947,-73.9946848154068,"[{'label': 'display', 'lat': 40.70317572971947, 'lng': -73.9946848154068}]",1906,US,Brooklyn,NY,United States,"['1 Water St (Old Fulton St)', 'Brooklyn, NY 11201', 'United States']",11201,,5cfef00ae1f0aa002c1d54ce,One World Trade Center
22,Brooklyn Heights Promenade,Scenic Lookout,Columbia Heights,btwn Remsen & Orange St,40.69846219320118,-73.99670720100403,"[{'label': 'display', 'lat': 40.69846219320118, 'lng': -73.99670720100403}]",2134,US,Brooklyn,NY,United States,"['Columbia Heights (btwn Remsen & Orange St)', 'Brooklyn, NY 11201', 'United States']",11201,,42377700f964a52024201fe3,One World Trade Center
23,Hudson River Greenway Running Path,Trail,Hudson River Greenway,btwn Battery Park & W 72nd St,40.73255155774,-74.01057958602905,"[{'label': 'display', 'lat': 40.73255155774, 'lng': -74.01057958602905}]",2185,US,New York,NY,United States,"['Hudson River Greenway (btwn Battery Park & W 72nd St)', 'New York, NY 10282', 'United States']",10282,,4ed6adfce5fabbd89f617d4f,One World Trade Center
24,Pebble Beach,Beach,Brooklyn Bridge Park Greenway,,40.70432918778119,-73.99026520089504,"[{'label': 'display', 'lat': 40.70432918778119, 'lng': -73.99026520089504}]",2161,US,Brooklyn,NY,United States,"['Brooklyn Bridge Park Greenway', 'Brooklyn, NY 11201', 'United States']",11201,,4fd4ff3ce4b0bd432923a7c7,One World Trade Center
25,Murray's Cheese,Cheese Shop,254 Bleecker St,at Cornelia St,40.73100494148146,-74.00291557226433,"[{'label': 'display', 'lat': 40.73100494148146, 'lng': -74.00291557226433}]",2181,US,New York,NY,United States,"['254 Bleecker St (at Cornelia St)', 'New York, NY 10014', 'United States']",10014,,3fd66200f964a5203ee71ee3,One World Trade Center
26,The Garden at St. Luke in the Fields,Garden,487 Hudson St,at Barrow St,40.731779943709725,-74.00666673502485,"[{'label': 'display', 'lat': 40.731779943709725, 'lng': -74.00666673502485}]",2159,US,New York,NY,United States,"['487 Hudson St (at Barrow St)', 'New York, NY 10014', 'United States']",10014,,4bb76b8146d4a593de6ec7c0,One World Trade Center
27,Brooklyn Bridge Park - Pier 5,Pier,Brooklyn Bridge Pk Greenway,at Joralemon St,40.694918,-74.001686,"[{'label': 'display', 'lat': 40.694918, 'lng': -74.001686}]",2236,US,Brooklyn,NY,United States,"['Brooklyn Bridge Pk Greenway (at Joralemon St)', 'Brooklyn, NY 11201', 'United States']",11201,,4e2b293ee4cd3bc166926781,One World Trade Center
28,Court Street Grocers,Sandwich Place,540 Laguardia Pl,btwn Bleecker & W 3rd St,40.728806,-73.998471,"[{'label': 'display', 'lat': 40.728806, 'lng': -73.998471}, {'label': 'entrance', 'lat': 40.72883, 'lng': -73.998474}]",2151,US,New York,NY,United States,"['540 Laguardia Pl (btwn Bleecker & W 3rd St)', 'New York, NY 10012', 'United States']",10012,,5644c0cf498eda8d003cfa4b,One World Trade Center
29,Comedy Cellar,Comedy Club,117 Macdougal St,btwn Minetta Ln & W 3rd St,40.73012988282376,-74.00040218545217,"[{'label': 'display', 'lat': 40.73012988282376, 'lng': -74.00040218545217}]",2188,US,New York,NY,United States,"['117 Macdougal St (btwn Minetta Ln & W 3rd St)', 'New York, NY 10012', 'United States']",10012,,3fd66200f964a52051e61ee3,One World Trade Center
30,Astor Wines & Spirits,Wine Shop,399 Lafayette St,at E 4th St,40.727984051970246,-73.99304720778368,"[{'label': 'display', 'lat': 40.727984051970246, 'lng': -73.99304720778368}]",2379,US,New York,NY,United States,"['399 Lafayette St (at E 4th St)', 'New York, NY 10003', 'United States']",10003,,49f37c28f964a520a36a1fe3,One World Trade Center
31,Pier 5 Soccer Fields,Soccer Field,Brooklyn Bridge Park,at Joralemon St,40.69448828350183,-74.00111769372403,"[{'label': 'display', 'lat': 40.69448828350183, 'lng': -74.00111769372403}]",2300,US,Brooklyn,NY,United States,"['Brooklyn Bridge Park (at Joralemon St)', 'Brooklyn, NY 10004', 'United States']",10004,,50e35a0ae4b0437c4ed45ae7,One World Trade Center
32,Brooklyn Bridge Park - Pier 6,Pier,Pier 6,at Bridge Park Dr,40.693288713137854,-74.00277972221375,"[{'label': 'display', 'lat': 40.693288713137854, 'lng': -74.00277972221375}]",2365,US,Brooklyn,NY,United States,"['Pier 6 (at Bridge Park Dr)', 'Brooklyn, NY 11201', 'United States']",11201,,4b81eb25f964a52000c430e3,One World Trade Center
33,Comedy Cellar at The Village Underground,Comedy Club,130 W 3rd St,,40.730792222213175,-74.00084635246698,"[{'label': 'display', 'lat': 40.730792222213175, 'lng': -74.00084635246698}]",2235,US,New York,NY,United States,"['130 W 3rd St', 'New York, NY 10012', 'United States']",10012,,51603739e4b0a9d70ee7fe34,One World Trade Center
34,Fish Cheeks,Thai Restaurant,55 Bond St,btwn Lafayette & Bowery St,40.725861003633504,-73.99253343981425,"[{'label': 'display', 'lat': 40.725861003633504, 'lng': -73.99253343981425}]",2253,US,New York,NY,United States,"['55 Bond St (btwn Lafayette & Bowery St)', 'New York, NY 10012', 'United States']",10012,NoHo,57c169e3498e784947e307aa,One World Trade Center
35,Washington Square Park,Park,W 4th St,btwn MacDougal St & University Pl,40.73081579656163,-73.9974582195282,"[{'label': 'display', 'lat': 40.73081579656163, 'lng': -73.9974582195282}]",2384,US,New York,NY,United States,"['W 4th St (btwn MacDougal St & University Pl)', 'New York, NY 10012', 'United States']",10012,,40abf500f964a52035f31ee3,One World Trade Center
36,Hudson River Park,Park,West St,btwn Battery Pl & W 59th St,40.735423194032656,-74.0101672581913,,2506,US,New York,NY,United States,"['West St (btwn Battery Pl & W 59th St)', 'New York, NY 10011', 'United States']",10011,,4b240a1ff964a520b25f24e3,One World Trade Center
37,Dumbo Waterfront (10 Jay Street),Scenic Lookout,10 Jay St,,40.704339927516486,-73.98664919392826,"[{'label': 'display', 'lat': 40.704339927516486, 'lng': -73.98664919392826}]",2438,US,Brooklyn,NY,United States,"['10 Jay St', 'Brooklyn, NY 11201', 'United States']",11201,,4d93502452ed224b932f1aac,One World Trade Center
38,Barry's Bootcamp,Gym / Fitness Center,419 Lafayette St,,40.7289365661847,-73.99224109396116,"[{'label': 'display', 'lat': 40.7289365661847, 'lng': -73.99224109396116}]",2502,US,New York,NY,United States,"['419 Lafayette St', 'New York, NY 10003', 'United States']",10003,,54393961498e8986492d5b67,One World Trade Center
39,Russ & Daughters,Gourmet Shop,179 E Houston St,btwn Allen & Orchard St,40.722753419544574,-73.98822372207833,"[{'label': 'display', 'lat': 40.722753419544574, 'lng': -73.98822372207833}]",2368,US,New York,NY,United States,"['179 E Houston St (btwn Allen & Orchard St)', 'New York, NY 10002', 'United States']",10002,,49b6e8d2f964a52016531fe3,One World Trade Center
40,L'Artusi,Italian Restaurant,228 W 10th St,btwn Bleecker & Hudson St,40.733887817554255,-74.00511448337453,"[{'label': 'display', 'lat': 40.733887817554255, 'lng': -74.00511448337453}, {'label': 'entrance', 'lat': 40.733857, 'lng': -74.005156}]",2420,US,New York,NY,United States,"['228 W 10th St (btwn Bleecker & Hudson St)', 'New York, NY 10014', 'United States']",10014,,4a27289cf964a52062911fe3,One World Trade Center
41,The Public Theater,Theater,425 Lafayette St,btwn Astor Pl & E 4th St,40.72916880904384,-73.99207037967628,"[{'label': 'display', 'lat': 40.72916880904384, 'lng': -73.99207037967628}]",2530,US,New York,NY,United States,"['425 Lafayette St (btwn Astor Pl & E 4th St)', 'New York, NY 10003', 'United States']",10003,,4a07986bf964a52087731fe3,One World Trade Center
42,McNally Jackson Store: Goods for the Study,Stationery Store,50 W 8th St,6th Avenue,40.73323795162194,-73.99873304139692,"[{'label': 'display', 'lat': 40.73323795162194, 'lng': -73.99873304139692}]",2559,US,New York,NY,United States,"['50 W 8th St (6th Avenue)', 'New York, NY 10011', 'United States']",10011,,58557b6b158b966de0f7e137,One World Trade Center
43,Van Leeuwen Ice Cream,Ice Cream Shop,152 W 10th St,at Waverly Pl,40.734397,-74.001271,"[{'label': 'display', 'lat': 40.734397, 'lng': -74.001271}]",2583,US,New York,NY,United States,"['152 W 10th St (at Waverly Pl)', 'New York, NY 10012', 'United States']",10012,,54e7da22498e3dd7390e3136,One World Trade Center
44,Three Lives & Company,Bookstore,154 W 10th St,at Waverly Pl,40.73442736120523,-74.00139223025236,"[{'label': 'display', 'lat': 40.73442736120523, 'lng': -74.00139223025236}, {'label': 'entrance', 'lat': 40.734388, 'lng': -74.001534}]",2582,US,New York,NY,United States,"['154 W 10th St (at Waverly Pl)', 'New York, NY 10014', 'United States']",10014,,4a7cbad7f964a5205fed1fe3,One World Trade Center
45,té (Té Company),Tea Room,163 W 10th St,btwn 7th Ave S & Waverly Pl,40.734537261775436,-74.00182753801346,"[{'label': 'display', 'lat': 40.734537261775436, 'lng': -74.00182753801346}, {'label': 'entrance', 'lat': 40.734479, 'lng': -74.001886}]",2579,US,New York,NY,United States,"['163 W 10th St (btwn 7th Ave S & Waverly Pl)', 'New York, NY 10014', 'United States']",10014,,56292858498e5a271a288948,One World Trade Center
46,4 Charles Prime Rib,Steakhouse,4 Charles St,Greenwich Ave,40.735219495923204,-74.0006488188871,"[{'label': 'display', 'lat': 40.735219495923204, 'lng': -74.0006488188871}, {'label': 'entrance', 'lat': 40.735185, 'lng': -74.000661}]",2687,US,New York,NY,United States,"['4 Charles St (Greenwich Ave)', 'New York, NY 10014', 'United States']",10014,,585164b77220e62219c9aeb6,One World Trade Center
47,Mah-Ze-Dahr Bakery,Bakery,28 Greenwich Ave,Charles Street,40.735117,-74.000052,"[{'label': 'display', 'lat': 40.735117, 'lng': -74.000052}]",2697,US,New York,NY,United States,"['28 Greenwich Ave (Charles Street)', 'New York, NY 10011', 'United States']",10011,,568c0ce238fafac5f5ffe631,One World Trade Center
48,Van Vorst Park,Park,270 Barrow St,btwn Montgomery & York,40.71723969497544,-74.04544321127065,"[{'label': 'display', 'lat': 40.71723969497544, 'lng': -74.04544321127065}, {'label': 'entrance', 'lat': 40.717956, 'lng': -74.046179}]",2762,US,Jersey City,NJ,United States,"['270 Barrow St (btwn Montgomery & York)', 'Jersey City, NJ 07302', 'United States']",07302,,4a5a3bacf964a520f5b91fe3,One World Trade Center
49,Hudson River Waterfront Walkway,Scenic Lookout,Frank Sinatra Dr,,40.736288,-74.025192,"[{'label': 'display', 'lat': 40.736288, 'lng': -74.025192}]",2781,US,Hoboken,NJ,United States,"['Frank Sinatra Dr', 'Hoboken, NJ 07030', 'United States']",07030,,4c61d7fd58810f4770d9051e,One World Trade Center
50,Pier A Park,Park,Sinatra Dr,at 1st St,40.73681963035856,-74.02708053588867,"[{'label': 'display', 'lat': 40.73681963035856, 'lng': -74.02708053588867}]",2897,US,Hoboken,NJ,United States,"['Sinatra Dr (at 1st St)', 'Hoboken, NJ 07030', 'United States']",07030,,49e377baf964a52084621fe3,One World Trade Center
51,Upstate Craft Beer and Oyster Bar,Seafood Restaurant,95 1st Ave,at 6th St,40.726331,-73.986453,"[{'label': 'display', 'lat': 40.726331, 'lng': -73.986453}]",2698,US,New York,NY,United States,"['95 1st Ave (at 6th St)', 'New York, NY 10003', 'United States']",10003,,4e41f0822271a90466a0e967,One World Trade Center
52,The Brant Foundation Art Study Center,Art Gallery,421 E 6th St,,40.726009877430975,-73.98522676126714,"[{'label': 'display', 'lat': 40.726009877430975, 'lng': -73.98522676126714}]",2766,US,New York,NY,United States,"['421 E 6th St', 'New York, NY 10009', 'United States']",10009,,5c7b10fc531593003976d116,One World Trade Center
53,Strand Bookstore,Bookstore,828 Broadway,at E 12th St,40.73314000684355,-73.99091161094675,"[{'label': 'display', 'lat': 40.73314000684355, 'lng': -73.99091161094675}]",2923,US,New York,NY,United States,"['828 Broadway (at E 12th St)', 'New York, NY 10003', 'United States']",10003,,4a8cc1d4f964a520130f20e3,One World Trade Center
54,Torico's Homemade Ice Cream Parlor,Ice Cream Shop,20 Erie St,at First St,40.72175707346482,-74.04422442538089,"[{'label': 'display', 'lat': 40.72175707346482, 'lng': -74.04422442538089}]",2794,US,Jersey City,NJ,United States,"['20 Erie St (at First St)', 'Jersey City, NJ 07302', 'United States']",07302,,49c27c2bf964a520f4551fe3,One World Trade Center
55,Suki Curry,Japanese Restaurant,86 E 7th St,1st Ave,40.72715710327842,-73.9861343187004,"[{'label': 'display', 'lat': 40.72715710327842, 'lng': -73.9861343187004}]",2771,US,New York,NY,United States,"['86 E 7th St (1st Ave)', 'New York, NY 10003', 'United States']",10003,,5b3805910dd31f002409405a,One World Trade Center
56,Soothr,Thai Restaurant,204 E 13th St,3rd Ave,40.732287,-73.987287,"[{'label': 'display', 'lat': 40.732287, 'lng': -73.987287}]",3061,US,New York,NY,United States,"['204 E 13th St (3rd Ave)', 'New York, NY 10003', 'United States']",10003,,5ee66a36459579000887cd2b,One World Trade Center
57,Würstbar,Hot Dog Joint,516 Jersey Ave,Wayne Street & Christopher Columbus Drive,40.720389,-74.046651,"[{'label': 'display', 'lat': 40.720389, 'lng': -74.046651}, {'label': 'entrance', 'lat': 40.720366, 'lng': -74.046692}]",2940,US,Jersey City,NJ,United States,"['516 Jersey Ave (Wayne Street & Christopher Columbus Drive)', 'Jersey City, NJ 07302', 'United States']",07302,,57a10591498e8001a8d905dc,One World Trade Center
58,SoulCycle Brooklyn Heights,Cycle Studio,55 Court St,btwn Joralemon & Livingston St,40.69225331442192,-73.99104239018473,"[{'label': 'display', 'lat': 40.69225331442192, 'lng': -73.99104239018473}]",2972,US,Brooklyn,NY,United States,"['55 Court St (btwn Joralemon & Livingston St)', 'Brooklyn, NY 11201', 'United States']",11201,,54eb522a498e405c83c1f104,One World Trade Center
59,Aux Merveilleux de Fred,Bakery,37 8th Ave,at W 4th St,40.738334,-74.004114,"[{'label': 'display', 'lat': 40.738334, 'lng': -74.004114}, {'label': 'entrance', 'lat': 40.738342, 'lng': -74.004102}]",2919,US,New York,NY,United States,"['37 8th Ave (at W 4th St)', 'New York, NY 10014', 'United States']",10014,,54b1b78e498ee334f9b739be,One World Trade Center
60,Peridance Capezio Center,Dance Studio,126 E 13th St,btwn 3rd & 4th Ave,40.73298682271572,-73.98852241900113,"[{'label': 'display', 'lat': 40.73298682271572, 'lng': -73.98852241900113}]",3044,US,New York,NY,United States,"['126 E 13th St (btwn 3rd & 4th Ave)', 'New York, NY 10003', 'United States']",10003,,4b6cba70f964a520ae4f2ce3,One World Trade Center
61,The Hills,Scenic Lookout,N Craig Rd,,40.68684570463836,-74.0248167514801,"[{'label': 'display', 'lat': 40.68684570463836, 'lng': -74.0248167514801}]",3074,US,New York,NY,United States,"['N Craig Rd', 'New York, NY 10004', 'United States']",10004,,5753157acd109ddf44692c1b,One World Trade Center
62,Juice Vitality,Juice Bar,192 1st Ave,btwn E 11 & 12th St,40.729714154152404,-73.98365020751953,"[{'label': 'display', 'lat': 40.729714154152404, 'lng': -73.98365020751953}]",3108,US,New York,NY,United States,"['192 1st Ave (btwn E 11 & 12th St)', 'New York, NY 10009', 'United States']",10009,,56965f2e498e683a33b43263,One World Trade Center
63,Union Square Greenmarket,Farmers Market,1 Union Sq W,btwn 14th & 17th St,40.736296929163295,-73.9905813271794,,3217,US,New York,NY,United States,"['1 Union Sq W (btwn 14th & 17th St)', 'New York, NY 10003', 'United States']",10003,Union Square,49c27575f964a520f1551fe3,One World Trade Center
64,Hamilton Park,Park,,btwn 8th & 9th St,40.72758398942743,-74.04523372650146,"[{'label': 'display', 'lat': 40.72758398942743, 'lng': -74.04523372650146}]",3153,US,Jersey City,NJ,United States,"['btwn 8th & 9th St', 'Jersey City, NJ 07302', 'United States']",07302,,468518bff964a52032481fe3,One World Trade Center
65,Trader Joe's Wine Shop,Wine Shop,138 E 14th St,btwn Irving Pl & 3rd Ave,40.73374950502162,-73.98812798965065,"[{'label': 'display', 'lat': 40.73374950502162, 'lng': -73.98812798965065}, {'label': 'entrance', 'lat': 40.733559, 'lng': -73.988201}]",3129,US,New York,NY,United States,"['138 E 14th St (btwn Irving Pl & 3rd Ave)', 'New York, NY 10003', 'United States']",10003,,4a319883f964a520fc991fe3,One World Trade Center
66,Los Tacos No. 1,Taco Place,75 9th Ave,,40.74224400629671,-74.00596115738153,"[{'label': 'display', 'lat': 40.74224400629671, 'lng': -74.00596115738153}]",3309,US,New York,NY,United States,"['75 9th Ave', 'New York, NY 10011', 'United States']",10011,Chelsea,5196b9ff498e8a6be4336a03,One World Trade Center
67,Los Mariscos,Seafood Restaurant,409 West 15th St,9th Ave,40.74199972810892,-74.00589003225507,"[{'label': 'display', 'lat': 40.74199972810892, 'lng': -74.00589003225507}, {'label': 'entrance', 'lat': 40.742132, 'lng': -74.005809}]",3284,US,New York,NY,United States,"['409 West 15th St (9th Ave)', 'New York, NY 10011', 'United States']",10011,,57e9590a498e2d323e20c667,One World Trade Center
68,Breads Bakery,Bakery,18 E 16th St,btwn Union Sq W & 5th Ave,40.73661,-73.99181,"[{'label': 'display', 'lat': 40.73661, 'lng': -73.99181}]",3185,US,New York,NY,United States,"['18 E 16th St (btwn Union Sq W & 5th Ave)', 'New York, NY 10003', 'United States']",10003,,503fb6d4ebca66a84f029bd8,One World Trade Center
69,SoulCycle 19th,Cycle Studio,8 W 19th St,btwn 5th & 6th Ave,40.73943353393161,-73.99216844203444,"[{'label': 'display', 'lat': 40.73943353393161, 'lng': -73.99216844203444}, {'label': 'entrance', 'lat': 40.739315, 'lng': -73.992139}]",3433,US,New York,NY,United States,"['8 W 19th St (btwn 5th & 6th Ave)', 'New York, NY 10011', 'United States']",10011,,529f289511d21133dd08a7ec,One World Trade Center
70,The Fhitting Room,Gym,31 W 19th St,btwn 5th & 6th Ave,40.739856864845336,-73.99319384310543,"[{'label': 'display', 'lat': 40.739856864845336, 'lng': -73.99319384310543}, {'label': 'entrance', 'lat': 40.739879, 'lng': -73.993022}]",3430,US,New York,NY,United States,"['31 W 19th St (btwn 5th & 6th Ave)', 'New York, NY 10011', 'United States']",10011,,54cd0dab498e6e5d8a9d7866,One World Trade Center
71,The Bar Method,Gym / Fitness Center,"267 Pacific Street,",Smith,40.688292,-73.990104,"[{'label': 'display', 'lat': 40.688292, 'lng': -73.990104}]",3371,US,Brooklyn,NY,United States,"['267 Pacific Street, (Smith)', 'Brooklyn, NY 11201', 'United States']",11201,,548cbe5a498e646a6e4924fb,One World Trade Center
72,Fishs Eddy,Furniture / Home Store,889 Broadway,btwn E 19th & E 20th St,40.738605357398285,-73.99001680796049,"[{'label': 'display', 'lat': 40.738605357398285, 'lng': -73.99001680796049}, {'label': 'entrance', 'lat': 40.738705, 'lng': -73.990025}]",3454,US,New York,NY,United States,"['889 Broadway (btwn E 19th & E 20th St)', 'New York, NY 10003', 'United States']",10003,,4a5d186ff964a5202bbd1fe3,One World Trade Center
73,Caffè Panna,Ice Cream Shop,77 Irving Pl,,40.736985,-73.98676,"[{'label': 'display', 'lat': 40.736985, 'lng': -73.98676}]",3476,US,New York,NY,United States,"['77 Irving Pl', 'New York, NY 10003', 'United States']",10003,,5d7d70ed72c4090008784186,One World Trade Center
74,High Line 10th Ave Amphitheatre,Scenic Lookout,High Line,10th Ave & W 17th St,40.74398136118615,-74.00684429247669,"[{'label': 'display', 'lat': 40.74398136118615, 'lng': -74.00684429247669}]",3487,US,New York,NY,United States,"['High Line (10th Ave & W 17th St)', 'New York, NY 10011', 'United States']",10011,,4eb1877fd3e36bac670d2898,One World Trade Center
75,East River Running Path,Track,FDR Dr,at Delancey St,40.722409,-73.974076,"[{'label': 'display', 'lat': 40.722409, 'lng': -73.974076}]",3460,US,New York,NY,United States,"['FDR Dr (at Delancey St)', 'New York, NY 10019', 'United States']",10019,,4ca87e7dd971b1f7c8df14e1,One World Trade Center
76,Books Are Magic,Bookstore,225 Smith St,Butler St,40.68414040579443,-73.99213407055058,"[{'label': 'display', 'lat': 40.68414040579443, 'lng': -73.99213407055058}]",3672,US,Brooklyn,NY,United States,"['225 Smith St (Butler St)', 'Brooklyn, NY 11231', 'United States']",11231,,5904b98ceacf4521f010e3c2,One World Trade Center
77,Alamo Drafthouse Cinema,Movie Theater,445 Albee Square West,Fulton St.,40.69101558292192,-73.98368571874677,"[{'label': 'display', 'lat': 40.69101558292192, 'lng': -73.98368571874677}]",3492,US,Brooklyn,NY,United States,"['445 Albee Square West (Fulton St.)', 'Brooklyn, NY 11201', 'United States']",11201,Downtown Brooklyn,5722dcad498e1dc59a10bca0,One World Trade Center
